A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/5.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/5.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shenyang,PM2.5,1/3/2015 14:00,2015,1,3,14,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/3/2015 15:00,2015,1,3,15,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/3/2015 16:00,2015,1,3,16,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/3/2015 17:00,2015,1,3,17,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/3/2015 18:00,2015,1,3,18,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/3/2015 19:00,2015,1,3,19,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/3/2015 20:00,2015,1,3,20,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/3/2015 21:00,2015,1,3,21,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/3/2015 22:00,2015,1,3,22,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/3/2015 23:00,2015,1,3,23,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/4/2015 0:00,2015,1,4,0,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/4/2015 1:00,2015,1,4,1,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/4/2015 2:00,2015,1,4,2,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/4/2015 3:00,2015,1,4,3,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/4/2015 4:00,2015,1,4,4,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/4/2015 5:00,2015,1,4,5,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,1/4/2015 6:00,2015,1,4,6,176,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 7:00,2015,1,4,7,181,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 8:00,2015,1,4,8,182,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 9:00,2015,1,4,9,142,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 10:00,2015,1,4,10,145,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 11:00,2015,1,4,11,117,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 12:00,2015,1,4,12,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 13:00,2015,1,4,13,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 14:00,2015,1,4,14,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 15:00,2015,1,4,15,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 16:00,2015,1,4,16,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 17:00,2015,1,4,17,79,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 18:00,2015,1,4,18,81,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 19:00,2015,1,4,19,98,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 20:00,2015,1,4,20,99,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 21:00,2015,1,4,21,163,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 22:00,2015,1,4,22,173,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/4/2015 23:00,2015,1,4,23,189,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 0:00,2015,1,5,0,165,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 1:00,2015,1,5,1,126,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 2:00,2015,1,5,2,114,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 3:00,2015,1,5,3,120,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 4:00,2015,1,5,4,142,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 5:00,2015,1,5,5,114,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 6:00,2015,1,5,6,80,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 7:00,2015,1,5,7,87,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 8:00,2015,1,5,8,94,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 9:00,2015,1,5,9,156,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 10:00,2015,1,5,10,152,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 11:00,2015,1,5,11,154,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 12:00,2015,1,5,12,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 13:00,2015,1,5,13,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 14:00,2015,1,5,14,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 15:00,2015,1,5,15,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 16:00,2015,1,5,16,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 17:00,2015,1,5,17,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 18:00,2015,1,5,18,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 19:00,2015,1,5,19,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 20:00,2015,1,5,20,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 21:00,2015,1,5,21,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 22:00,2015,1,5,22,16,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/5/2015 23:00,2015,1,5,23,16,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 0:00,2015,1,6,0,12,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 1:00,2015,1,6,1,15,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 2:00,2015,1,6,2,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 3:00,2015,1,6,3,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 4:00,2015,1,6,4,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 5:00,2015,1,6,5,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 6:00,2015,1,6,6,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 7:00,2015,1,6,7,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 8:00,2015,1,6,8,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 9:00,2015,1,6,9,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 10:00,2015,1,6,10,106,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 11:00,2015,1,6,11,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 12:00,2015,1,6,12,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 13:00,2015,1,6,13,12,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 14:00,2015,1,6,14,19,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 15:00,2015,1,6,15,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 16:00,2015,1,6,16,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 17:00,2015,1,6,17,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 18:00,2015,1,6,18,42,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 19:00,2015,1,6,19,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 20:00,2015,1,6,20,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 21:00,2015,1,6,21,44,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 22:00,2015,1,6,22,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 23:00,2015,1,6,23,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 0:00,2015,1,7,0,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 1:00,2015,1,7,1,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 2:00,2015,1,7,2,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 3:00,2015,1,7,3,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 4:00,2015,1,7,4,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 5:00,2015,1,7,5,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 6:00,2015,1,7,6,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 7:00,2015,1,7,7,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 8:00,2015,1,7,8,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 9:00,2015,1,7,9,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 10:00,2015,1,7,10,49,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 11:00,2015,1,7,11,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 12:00,2015,1,7,12,36,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 13:00,2015,1,7,13,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 14:00,2015,1,7,14,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 15:00,2015,1,7,15,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 16:00,2015,1,7,16,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 17:00,2015,1,7,17,44,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 18:00,2015,1,7,18,50,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 19:00,2015,1,7,19,58,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 20:00,2015,1,7,20,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 21:00,2015,1,7,21,75,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 22:00,2015,1,7,22,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 23:00,2015,1,7,23,71,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 0:00,2015,1,8,0,127,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 1:00,2015,1,8,1,163,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 2:00,2015,1,8,2,165,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 3:00,2015,1,8,3,227,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 4:00,2015,1,8,4,178,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 5:00,2015,1,8,5,187,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 6:00,2015,1,8,6,226,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 7:00,2015,1,8,7,236,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 8:00,2015,1,8,8,197,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 9:00,2015,1,8,9,189,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 10:00,2015,1,8,10,196,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 11:00,2015,1,8,11,233,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 12:00,2015,1,8,12,129,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 13:00,2015,1,8,13,154,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 14:00,2015,1,8,14,129,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 15:00,2015,1,8,15,134,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 16:00,2015,1,8,16,143,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 17:00,2015,1,8,17,159,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 18:00,2015,1,8,18,169,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 19:00,2015,1,8,19,192,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 20:00,2015,1,8,20,191,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 21:00,2015,1,8,21,232,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 22:00,2015,1,8,22,250,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 23:00,2015,1,8,23,271,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 0:00,2015,1,9,0,311,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 1:00,2015,1,9,1,323,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 2:00,2015,1,9,2,261,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 3:00,2015,1,9,3,287,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 4:00,2015,1,9,4,296,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 5:00,2015,1,9,5,294,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 6:00,2015,1,9,6,332,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 7:00,2015,1,9,7,373,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 8:00,2015,1,9,8,421,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 9:00,2015,1,9,9,441,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 10:00,2015,1,9,10,225,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 11:00,2015,1,9,11,229,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 12:00,2015,1,9,12,200,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 13:00,2015,1,9,13,199,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 14:00,2015,1,9,14,185,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 15:00,2015,1,9,15,178,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 16:00,2015,1,9,16,168,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 17:00,2015,1,9,17,148,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 18:00,2015,1,9,18,144,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 19:00,2015,1,9,19,153,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 20:00,2015,1,9,20,147,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 21:00,2015,1,9,21,137,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 22:00,2015,1,9,22,144,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 23:00,2015,1,9,23,138,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 0:00,2015,1,10,0,133,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 1:00,2015,1,10,1,159,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 2:00,2015,1,10,2,180,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 3:00,2015,1,10,3,218,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 4:00,2015,1,10,4,234,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 5:00,2015,1,10,5,292,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 6:00,2015,1,10,6,299,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 7:00,2015,1,10,7,303,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 8:00,2015,1,10,8,287,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 9:00,2015,1,10,9,296,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 10:00,2015,1,10,10,193,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 11:00,2015,1,10,11,173,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 12:00,2015,1,10,12,217,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 13:00,2015,1,10,13,169,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 14:00,2015,1,10,14,143,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 15:00,2015,1,10,15,96,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 16:00,2015,1,10,16,91,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 17:00,2015,1,10,17,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 18:00,2015,1,10,18,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 19:00,2015,1,10,19,42,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 20:00,2015,1,10,20,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 21:00,2015,1,10,21,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 22:00,2015,1,10,22,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 23:00,2015,1,10,23,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 0:00,2015,1,11,0,82,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 1:00,2015,1,11,1,125,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 2:00,2015,1,11,2,164,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 3:00,2015,1,11,3,175,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 4:00,2015,1,11,4,147,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 5:00,2015,1,11,5,100,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 6:00,2015,1,11,6,91,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 7:00,2015,1,11,7,83,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 8:00,2015,1,11,8,89,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 9:00,2015,1,11,9,103,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 10:00,2015,1,11,10,104,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 11:00,2015,1,11,11,106,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 12:00,2015,1,11,12,84,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 13:00,2015,1,11,13,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 14:00,2015,1,11,14,61,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 15:00,2015,1,11,15,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 16:00,2015,1,11,16,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 17:00,2015,1,11,17,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 18:00,2015,1,11,18,55,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 19:00,2015,1,11,19,72,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 20:00,2015,1,11,20,170,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 21:00,2015,1,11,21,186,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 22:00,2015,1,11,22,190,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 23:00,2015,1,11,23,184,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 0:00,2015,1,12,0,193,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 1:00,2015,1,12,1,288,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 2:00,2015,1,12,2,291,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 3:00,2015,1,12,3,256,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 4:00,2015,1,12,4,288,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 5:00,2015,1,12,5,344,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 6:00,2015,1,12,6,274,µg/m³,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 7:00,2015,1,12,7,245,µg/m³,1 Hr,Valid
